,TOTALDEMAND,Months,Quarters,date_time,days,weekday
0,7166.97,1,1.0,2013-01-01 00:30:00,1,1
1,6928.11,1,1.0,2013-01-01 01:00:00,1,1
2,6541.21,1,1.0,2013-01-01 01:30:00,1,1
3,6253.6,1,1.0,2013-01-01 02:00:00,1,1
4,6003.44,1,1.0,2013-01-01 02:30:00,1,1
5,5838.95,1,1.0,2013-01-01 03:00:00,1,1
6,5740.95,1,1.0,2013-01-01 03:30:00,1,1
7,5669.57,1,1.0,2013-01-01 04:00:00,1,1
8,5682.72,1,1.0,2013-01-01 04:30:00,1,1
9,5622.05,1,1.0,2013-01-01 05:00:00,1,1
10,5641.45,1,1.0,2013-01-01 05:30:00,1,1
11,5697.65,1,1.0,2013-01-01 06:00:00,1,1
12,5795.18,1,1.0,2013-01-01 06:30:00,1,1
13,5970.54,1,1.0,2013-01-01 07:00:00,1,1
14,6210.31,1,1.0,2013-01-01 07:30:00,1,1
15,6446.44,1,1.0,2013-01-01 08:00:00,1,1
16,6685.85,1,1.0,2013-01-01 08:30:00,1,1
17,6935.52,1,1.0,2013-01-01 09:00:00,1,1
18,7181.91,1,1.0,2013-01-01 09:30:00,1,1
19,7419.87,1,1.0,2013-01-01 10:00:00,1,1
20,7632.07,1,1.0,2013-01-01 10:30:00,1,1
21,7836.46,1,1.0,2013-01-01 11:00:00,1,1
22,8028.11,1,1.0,2013-01-01 11:30:00,1,1
23,8191.96,1,1.0,2013-01-01 12:00:00,1,1
24,8304.6,1,1.0,2013-01-01 12:30:00,1,1
25,8318.54,1,1.0,2013-01-01 13:00:00,1,1
26,8336.16,1,1.0,2013-01-01 13:30:00,1,1
27,8416.56,1,1.0,2013-01-01 14:00:00,1,1
28,8484.89,1,1.0,2013-01-01 14:30:00,1,1
29,8603.44,1,1.0,2013-01-01 15:00:00,1,1
30,8676.97,1,1.0,2013-01-01 15:30:00,1,1
31,8729.66,1,1.0,2013-01-01 16:00:00,1,1
32,8790.02,1,1.0,2013-01-01 16:30:00,1,1
33,8840.88,1,1.0,2013-01-01 17:00:00,1,1
34,8779.21,1,1.0,2013-01-01 17:30:00,1,1
35,8682.72,1,1.0,2013-01-01 18:00:00,1,1
36,8472.41,1,1.0,2013-01-01 18:30:00,1,1
37,8247.96,1,1.0,2013-01-01 19:00:00,1,1
38,8150.58,1,1.0,2013-01-01 19:30:00,1,1
39,8218.29,1,1.0,2013-01-01 20:00:00,1,1
40,8100.54,1,1.0,2013-01-01 20:30:00,1,1
41,7866.23,1,1.0,2013-01-01 21:00:00,1,1
42,7769.58,1,1.0,2013-01-01 21:30:00,1,1
43,7597.65,1,1.0,2013-01-01 22:00:00,1,1
44,7503.49,1,1.0,2013-01-01 22:30:00,1,1
45,7274.1,1,1.0,2013-01-01 23:00:00,1,1
46,7042.66,1,1.0,2013-01-01 23:30:00,1,1
47,6897.58,1,1.0,2013-01-02 00:00:00,1,1
48,6696.72,1,1.0,2013-01-02 00:30:00,2,1
49,6461.73,1,1.0,2013-01-02 01:00:00,2,1
50,6152.11,1,1.0,2013-01-02 01:30:00,2,1
51,5975.43,1,1.0,2013-01-02 02:00:00,2,1
52,5824.85,1,1.0,2013-01-02 02:30:00,2,1
53,5737.42,1,1.0,2013-01-02 03:00:00,2,1
54,5721.18,1,1.0,2013-01-02 03:30:00,2,1
55,5754.35,1,1.0,2013-01-02 04:00:00,2,1
56,5870.14,1,1.0,2013-01-02 04:30:00,2,1
57,5967.78,1,1.0,2013-01-02 05:00:00,2,1
58,6258.25,1,1.0,2013-01-02 05:30:00,2,1
59,6550.64,1,1.0,2013-01-02 06:00:00,2,1
60,6870.84,1,1.0,2013-01-02 06:30:00,2,1
61,7222.66,1,1.0,2013-01-02 07:00:00,2,1
62,7591.29,1,1.0,2013-01-02 07:30:00,2,1
63,7868.09,1,1.0,2013-01-02 08:00:00,2,1
64,8163.98,1,1.0,2013-01-02 08:30:00,2,1
65,8286.52,1,1.0,2013-01-02 09:00:00,2,1
66,8348.25,1,1.0,2013-01-02 09:30:00,2,1
67,8443.92,1,1.0,2013-01-02 10:00:00,2,1
68,8471.45,1,1.0,2013-01-02 10:30:00,2,1
69,8527.48,1,1.0,2013-01-02 11:00:00,2,1
70,8612.44,1,1.0,2013-01-02 11:30:00,2,1
71,8564.51,1,1.0,2013-01-02 12:00:00,2,1
72,8582.97,1,1.0,2013-01-02 12:30:00,2,1
73,8586.24,1,1.0,2013-01-02 13:00:00,2,1
74,8537.06,1,1.0,2013-01-02 13:30:00,2,1
75,8552.38,1,1.0,2013-01-02 14:00:00,2,1
76,8486.6,1,1.0,2013-01-02 14:30:00,2,1
77,8439.59,1,1.0,2013-01-02 15:00:00,2,1
78,8435.87,1,1.0,2013-01-02 15:30:00,2,1
79,8475.3,1,1.0,2013-01-02 16:00:00,2,1
80,8441.76,1,1.0,2013-01-02 16:30:00,2,1
81,8416.07,1,1.0,2013-01-02 17:00:00,2,1
82,8213.67,1,1.0,2013-01-02 17:30:00,2,1
83,8139.33,1,1.0,2013-01-02 18:00:00,2,1
84,7919.18,1,1.0,2013-01-02 18:30:00,2,1
85,7859.42,1,1.0,2013-01-02 19:00:00,2,1
86,7885.05,1,1.0,2013-01-02 19:30:00,2,1
87,7865.99,1,1.0,2013-01-02 20:00:00,2,1
88,7651.3,1,1.0,2013-01-02 20:30:00,2,1
89,7421.54,1,1.0,2013-01-02 21:00:00,2,1
90,7493.99,1,1.0,2013-01-02 21:30:00,2,1
91,7392.42,1,1.0,2013-01-02 22:00:00,2,1
92,7373.71,1,1.0,2013-01-02 22:30:00,2,1
93,7268.79,1,1.0,2013-01-02 23:00:00,2,1
94,7039.3,1,1.0,2013-01-02 23:30:00,2,1
95,6871.77,1,1.0,2013-01-03 00:00:00,3,1
96,6714.88,1,1.0,2013-01-03 00:30:00,3,1
97,6501.94,1,1.0,2013-01-03 01:00:00,3,1
98,6226.14,1,1.0,2013-01-03 01:30:00,3,1
99,5994.22,1,1.0,2013-01-03 02:00:00,3,1
100,5836.69,1,1.0,2013-01-03 02:30:00,3,1
101,5747.7,1,1.0,2013-01-03 03:00:00,3,1
102,5719.07,1,1.0,2013-01-03 03:30:00,3,1
103,5735.08,1,1.0,2013-01-03 04:00:00,3,1
104,5883.29,1,1.0,2013-01-03 04:30:00,3,1
105,6034.18,1,1.0,2013-01-03 05:00:00,3,1
106,6266.12,1,1.0,2013-01-03 05:30:00,3,1
107,6555.28,1,1.0,2013-01-03 06:00:00,3,1
108,6820.9,1,1.0,2013-01-03 06:30:00,3,1
109,7197.44,1,1.0,2013-01-03 07:00:00,3,1
110,7501.4,1,1.0,2013-01-03 07:30:00,3,1
111,7719.11,1,1.0,2013-01-03 08:00:00,3,1
112,7935.7,1,1.0,2013-01-03 08:30:00,3,1
113,8085.64,1,1.0,2013-01-03 09:00:00,3,1
114,8176.08,1,1.0,2013-01-03 09:30:00,3,1
115,8244.94,1,1.0,2013-01-03 10:00:00,3,1
116,8337.48,1,1.0,2013-01-03 10:30:00,3,1
117,8373.82,1,1.0,2013-01-03 11:00:00,3,1
118,8400.02,1,1.0,2013-01-03 11:30:00,3,1
119,8467.73,1,1.0,2013-01-03 12:00:00,3,1
120,8501.82,1,1.0,2013-01-03 12:30:00,3,1
121,8507.38,1,1.0,2013-01-03 13:00:00,3,1
122,8589.43,1,1.0,2013-01-03 13:30:00,3,1
123,8620.41,1,1.0,2013-01-03 14:00:00,3,1
124,8709.05,1,1.0,2013-01-03 14:30:00,3,1
125,8852.75,1,1.0,2013-01-03 15:00:00,3,1
126,8919.12,1,1.0,2013-01-03 15:30:00,3,1
127,9012.42,1,1.0,2013-01-03 16:00:00,3,1
128,9035.78,1,1.0,2013-01-03 16:30:00,3,1
129,9068.26,1,1.0,2013-01-03 17:00:00,3,1
130,8954.93,1,1.0,2013-01-03 17:30:00,3,1
131,8868.82,1,1.0,2013-01-03 18:00:00,3,1
132,8690.25,1,1.0,2013-01-03 18:30:00,3,1
133,8563.56,1,1.0,2013-01-03 19:00:00,3,1
134,8552.29,1,1.0,2013-01-03 19:30:00,3,1
135,8561.15,1,1.0,2013-01-03 20:00:00,3,1
136,8308.33,1,1.0,2013-01-03 20:30:00,3,1
137,8070.13,1,1.0,2013-01-03 21:00:00,3,1
138,8057.22,1,1.0,2013-01-03 21:30:00,3,1
139,7901.52,1,1.0,2013-01-03 22:00:00,3,1
140,7819.89,1,1.0,2013-01-03 22:30:00,3,1
141,7690.84,1,1.0,2013-01-03 23:00:00,3,1
142,7462.34,1,1.0,2013-01-03 23:30:00,4,1
143,7261.13,1,1.0,2013-01-04 00:00:00,4,1
144,7066.8,1,1.0,2013-01-04 00:30:00,4,1
145,6876.78,1,1.0,2013-01-04 01:00:00,4,1
146,6519.31,1,1.0,2013-01-04 01:30:00,4,1
147,6306.62,1,1.0,2013-01-04 02:00:00,4,1
148,6130.72,1,1.0,2013-01-04 02:30:00,4,1
149,6073.56,1,1.0,2013-01-04 03:00:00,4,1
150,6034.67,1,1.0,2013-01-04 03:30:00,4,1
151,6053.63,1,1.0,2013-01-04 04:00:00,4,1
152,6180.7,1,1.0,2013-01-04 04:30:00,4,1
153,6292.77,1,1.0,2013-01-04 05:00:00,4,1
154,6575.71,1,1.0,2013-01-04 05:30:00,4,1
155,6864.54,1,1.0,2013-01-04 06:00:00,4,1
156,7179.24,1,1.0,2013-01-04 06:30:00,4,1
157,7597.85,1,1.0,2013-01-04 07:00:00,4,1
158,7934.57,1,1.0,2013-01-04 07:30:00,4,1
159,8235.1,1,1.0,2013-01-04 08:00:00,4,1
160,8577.88,1,1.0,2013-01-04 08:30:00,4,1
161,8698.87,1,1.0,2013-01-04 09:00:00,4,1
162,8832.63,1,1.0,2013-01-04 09:30:00,4,1
163,8950.49,1,1.0,2013-01-04 10:00:00,4,1
164,9057.91,1,1.0,2013-01-04 10:30:00,4,1
165,9163.67,1,1.0,2013-01-04 11:00:00,4,1
166,9234.21,1,1.0,2013-01-04 11:30:00,4,1
167,9340.78,1,1.0,2013-01-04 12:00:00,4,1
168,9413.12,1,1.0,2013-01-04 12:30:00,4,1
169,9566.7,1,1.0,2013-01-04 13:00:00,4,1
170,9618.06,1,1.0,2013-01-04 13:30:00,4,1
171,9716.19,1,1.0,2013-01-04 14:00:00,4,1
172,9847.84,1,1.0,2013-01-04 14:30:00,4,1
173,9889.15,1,1.0,2013-01-04 15:00:00,4,1
174,9952.17,1,1.0,2013-01-04 15:30:00,4,1
175,10003.84,1,1.0,2013-01-04 16:00:00,4,1
176,10011.36,1,1.0,2013-01-04 16:30:00,4,1
177,9919.62,1,1.0,2013-01-04 17:00:00,4,1
178,9619.57,1,1.0,2013-01-04 17:30:00,4,1
179,9447.62,1,1.0,2013-01-04 18:00:00,4,1
180,9142.76,1,1.0,2013-01-04 18:30:00,4,1
181,8964.31,1,1.0,2013-01-04 19:00:00,4,1
182,8873.84,1,1.0,2013-01-04 19:30:00,4,1
183,8867.44,1,1.0,2013-01-04 20:00:00,4,1
184,8722.52,1,1.0,2013-01-04 20:30:00,4,1
185,8485.49,1,1.0,2013-01-04 21:00:00,4,1
186,8524.52,1,1.0,2013-01-04 21:30:00,4,1
187,8326.47,1,1.0,2013-01-04 22:00:00,4,1
188,8242.62,1,1.0,2013-01-04 22:30:00,4,1
189,7976.09,1,1.0,2013-01-04 23:00:00,5,0
190,7737.61,1,1.0,2013-01-04 23:30:00,5,0
191,7520.61,1,1.0,2013-01-05 00:00:00,5,0
192,7277.36,1,1.0,2013-01-05 00:30:00,5,0
193,7009.46,1,1.0,2013-01-05 01:00:00,5,0
194,6712.22,1,1.0,2013-01-05 01:30:00,5,0
195,6456.99,1,1.0,2013-01-05 02:00:00,5,0
196,6267.7,1,1.0,2013-01-05 02:30:00,5,0
197,6168.06,1,1.0,2013-01-05 03:00:00,5,0
198,6146.25,1,1.0,2013-01-05 03:30:00,5,0
199,6127.34,1,1.0,2013-01-05 04:00:00,5,0
200,6160.06,1,1.0,2013-01-05 04:30:00,5,0
201,6134.57,1,1.0,2013-01-05 05:00:00,5,0
202,6241.09,1,1.0,2013-01-05 05:30:00,5,0
203,6414.37,1,1.0,2013-01-05 06:00:00,5,0
204,6655.06,1,1.0,2013-01-05 06:30:00,5,0
205,7031.28,1,1.0,2013-01-05 07:00:00,5,0
206,7411.07,1,1.0,2013-01-05 07:30:00,5,0
207,7771.97,1,1.0,2013-01-05 08:00:00,5,0
208,8093.53,1,1.0,2013-01-05 08:30:00,5,0
209,8209.46,1,1.0,2013-01-05 09:00:00,5,0
210,8400.39,1,1.0,2013-01-05 09:30:00,5,0
211,8523.19,1,1.0,2013-01-05 10:00:00,5,0
212,8716.41,1,1.0,2013-01-05 10:30:00,5,0
213,8890.24,1,1.0,2013-01-05 11:00:00,5,0
214,9002.93,1,1.0,2013-01-05 11:30:00,5,0
215,9110.05,1,1.0,2013-01-05 12:00:00,5,0
216,9275.09,1,1.0,2013-01-05 12:30:00,5,0
217,9442.63,1,1.0,2013-01-05 13:00:00,5,0
218,9586.75,1,1.0,2013-01-05 13:30:00,5,0
219,9753.01,1,1.0,2013-01-05 14:00:00,5,0
220,9877.74,1,1.0,2013-01-05 14:30:00,5,0
221,10038.2,1,1.0,2013-01-05 15:00:00,5,0
222,10122.22,1,1.0,2013-01-05 15:30:00,5,0
223,10203.36,1,1.0,2013-01-05 16:00:00,5,0
224,10161.06,1,1.0,2013-01-05 16:30:00,5,0
225,10163.08,1,1.0,2013-01-05 17:00:00,5,0
226,9958.07,1,1.0,2013-01-05 17:30:00,5,0
227,9876.84,1,1.0,2013-01-05 18:00:00,5,0
228,9590.77,1,1.0,2013-01-05 18:30:00,5,0
229,9331.39,1,1.0,2013-01-05 19:00:00,5,0
230,9171.9,1,1.0,2013-01-05 19:30:00,5,0
231,9162.51,1,1.0,2013-01-05 20:00:00,5,0
232,9004.42,1,1.0,2013-01-05 20:30:00,5,0
233,8766.26,1,1.0,2013-01-05 21:00:00,5,0
234,8572.35,1,1.0,2013-01-05 21:30:00,5,0
235,8297.33,1,1.0,2013-01-05 22:00:00,5,0
236,8114.99,1,1.0,2013-01-05 22:30:00,6,0
237,7722.1,1,1.0,2013-01-05 23:00:00,6,0
238,7375.39,1,1.0,2013-01-05 23:30:00,6,0
239,7154.1,1,1.0,2013-01-06 00:00:00,6,0
240,6912.87,1,1.0,2013-01-06 00:30:00,6,0
241,6755.98,1,1.0,2013-01-06 01:00:00,6,0
242,6466.83,1,1.0,2013-01-06 01:30:00,6,0
243,6230.77,1,1.0,2013-01-06 02:00:00,6,0
244,6151.42,1,1.0,2013-01-06 02:30:00,6,0
245,6113.64,1,1.0,2013-01-06 03:00:00,6,0
246,6038.52,1,1.0,2013-01-06 03:30:00,6,0
247,6037.63,1,1.0,2013-01-06 04:00:00,6,0
248,6116.78,1,1.0,2013-01-06 04:30:00,6,0
249,6065.06,1,1.0,2013-01-06 05:00:00,6,0
250,6051.2,1,1.0,2013-01-06 05:30:00,6,0
251,6198.37,1,1.0,2013-01-06 06:00:00,6,0
252,6457.87,1,1.0,2013-01-06 06:30:00,6,0
253,6735.1,1,1.0,2013-01-06 07:00:00,6,0
254,7086.65,1,1.0,2013-01-06 07:30:00,6,0
255,7398.04,1,1.0,2013-01-06 08:00:00,6,0
256,7677.93,1,1.0,2013-01-06 08:30:00,6,0
257,7943.63,1,1.0,2013-01-06 09:00:00,6,0
258,8219.16,1,1.0,2013-01-06 09:30:00,6,0
259,8329.71,1,1.0,2013-01-06 10:00:00,6,0
260,8533.48,1,1.0,2013-01-06 10:30:00,6,0
261,8723.37,1,1.0,2013-01-06 11:00:00,6,0
262,8833.44,1,1.0,2013-01-06 11:30:00,6,0
263,8957.26,1,1.0,2013-01-06 12:00:00,6,0
264,9062.46,1,1.0,2013-01-06 12:30:00,6,0
265,9170.57,1,1.0,2013-01-06 13:00:00,6,0
266,9293.74,1,1.0,2013-01-06 13:30:00,6,0
267,9389.21,1,1.0,2013-01-06 14:00:00,6,0
268,9496.98,1,1.0,2013-01-06 14:30:00,6,0
269,9579.99,1,1.0,2013-01-06 15:00:00,6,0
270,9593.61,1,1.0,2013-01-06 15:30:00,6,0
271,9555.98,1,1.0,2013-01-06 16:00:00,6,0
272,9514.17,1,1.0,2013-01-06 16:30:00,6,0
273,9548.23,1,1.0,2013-01-06 17:00:00,6,0
274,9493.26,1,1.0,2013-01-06 17:30:00,6,0
275,9400.35,1,1.0,2013-01-06 18:00:00,6,0
276,9138.08,1,1.0,2013-01-06 18:30:00,6,0
277,8938.96,1,1.0,2013-01-06 19:00:00,6,0
278,8816.93,1,1.0,2013-01-06 19:30:00,6,0
279,8903.87,1,1.0,2013-01-06 20:00:00,6,0
280,8774.81,1,1.0,2013-01-06 20:30:00,6,0
281,8582.23,1,1.0,2013-01-06 21:00:00,6,0
282,8394.78,1,1.0,2013-01-06 21:30:00,6,0
283,8099.08,1,1.0,2013-01-06 22:00:00,7,1
284,7869.8,1,1.0,2013-01-06 22:30:00,7,1
285,7544.16,1,1.0,2013-01-06 23:00:00,7,1
286,7292.97,1,1.0,2013-01-06 23:30:00,7,1
287,7139.7,1,1.0,2013-01-07 00:00:00,7,1
288,6934.13,1,1.0,2013-01-07 00:30:00,7,1
289,6738.49,1,1.0,2013-01-07 01:00:00,7,1
290,6483.48,1,1.0,2013-01-07 01:30:00,7,1
291,6332.42,1,1.0,2013-01-07 02:00:00,7,1
292,6207.43,1,1.0,2013-01-07 02:30:00,7,1
293,6192.26,1,1.0,2013-01-07 03:00:00,7,1
294,6229.58,1,1.0,2013-01-07 03:30:00,7,1
295,6251.25,1,1.0,2013-01-07 04:00:00,7,1
296,6483.07,1,1.0,2013-01-07 04:30:00,7,1
297,6673.04,1,1.0,2013-01-07 05:00:00,7,1
298,7104.57,1,1.0,2013-01-07 05:30:00,7,1
299,7493.93,1,1.0,2013-01-07 06:00:00,7,1
300,7907.83,1,1.0,2013-01-07 06:30:00,7,1
301,8335.29,1,1.0,2013-01-07 07:00:00,7,1
302,8733.11,1,1.0,2013-01-07 07:30:00,7,1
303,9012.03,1,1.0,2013-01-07 08:00:00,7,1
304,9300.96,1,1.0,2013-01-07 08:30:00,7,1
305,9399.79,1,1.0,2013-01-07 09:00:00,7,1
306,9554.72,1,1.0,2013-01-07 09:30:00,7,1
307,9657.23,1,1.0,2013-01-07 10:00:00,7,1
308,9780.66,1,1.0,2013-01-07 10:30:00,7,1
309,9880.75,1,1.0,2013-01-07 11:00:00,7,1
310,9983.69,1,1.0,2013-01-07 11:30:00,7,1
311,10109.24,1,1.0,2013-01-07 12:00:00,7,1
312,10202.26,1,1.0,2013-01-07 12:30:00,7,1
313,10350.1,1,1.0,2013-01-07 13:00:00,7,1
314,10470.84,1,1.0,2013-01-07 13:30:00,7,1
315,10597.79,1,1.0,2013-01-07 14:00:00,7,1
316,10736.29,1,1.0,2013-01-07 14:30:00,7,1
317,10800.83,1,1.0,2013-01-07 15:00:00,7,1
318,10902.07,1,1.0,2013-01-07 15:30:00,7,1
319,11012.95,1,1.0,2013-01-07 16:00:00,7,1
320,10943.51,1,1.0,2013-01-07 16:30:00,7,1
321,10875.39,1,1.0,2013-01-07 17:00:00,7,1
322,10549.74,1,1.0,2013-01-07 17:30:00,7,1
323,10392.54,1,1.0,2013-01-07 18:00:00,7,1
324,10094.68,1,1.0,2013-01-07 18:30:00,7,1
325,9795.35,1,1.0,2013-01-07 19:00:00,7,1
326,9660.59,1,1.0,2013-01-07 19:30:00,7,1
327,9644.88,1,1.0,2013-01-07 20:00:00,7,1
328,9434.09,1,1.0,2013-01-07 20:30:00,7,1
329,9086.56,1,1.0,2013-01-07 21:00:00,7,1
330,9006.06,1,1.0,2013-01-07 21:30:00,8,1
331,8642.57,1,1.0,2013-01-07 22:00:00,8,1
332,8418.05,1,1.0,2013-01-07 22:30:00,8,1
333,8156.26,1,1.0,2013-01-07 23:00:00,8,1
334,7852.2,1,1.0,2013-01-07 23:30:00,8,1
335,7649.79,1,1.0,2013-01-08 00:00:00,8,1
336,7397.06,1,1.0,2013-01-08 00:30:00,8,1
337,7116.3,1,1.0,2013-01-08 01:00:00,8,1
338,6754.66,1,1.0,2013-01-08 01:30:00,8,1
339,6601.27,1,1.0,2013-01-08 02:00:00,8,1
340,6489.93,1,1.0,2013-01-08 02:30:00,8,1
341,6445.16,1,1.0,2013-01-08 03:00:00,8,1
342,6468.75,1,1.0,2013-01-08 03:30:00,8,1
343,6430.26,1,1.0,2013-01-08 04:00:00,8,1
344,6623.86,1,1.0,2013-01-08 04:30:00,8,1
345,6776.43,1,1.0,2013-01-08 05:00:00,8,1
346,7138.21,1,1.0,2013-01-08 05:30:00,8,1
347,7520.03,1,1.0,2013-01-08 06:00:00,8,1
348,7985.22,1,1.0,2013-01-08 06:30:00,8,1
349,8550.53,1,1.0,2013-01-08 07:00:00,8,1
350,8979.96,1,1.0,2013-01-08 07:30:00,8,1
351,9400.96,1,1.0,2013-01-08 08:00:00,8,1
352,9822.94,1,1.0,2013-01-08 08:30:00,8,1
353,10130.47,1,1.0,2013-01-08 09:00:00,8,1
354,10420.31,1,1.0,2013-01-08 09:30:00,8,1
355,10641.19,1,1.0,2013-01-08 10:00:00,8,1
356,10867.35,1,1.0,2013-01-08 10:30:00,8,1
357,11112.34,1,1.0,2013-01-08 11:00:00,8,1
358,11388.18,1,1.0,2013-01-08 11:30:00,8,1
359,11704.42,1,1.0,2013-01-08 12:00:00,8,1
360,11940.88,1,1.0,2013-01-08 12:30:00,8,1
361,12131.69,1,1.0,2013-01-08 13:00:00,8,1
362,12322.57,1,1.0,2013-01-08 13:30:00,8,1
363,12498.08,1,1.0,2013-01-08 14:00:00,8,1
364,12644.55,1,1.0,2013-01-08 14:30:00,8,1
365,12738.72,1,1.0,2013-01-08 15:00:00,8,1
366,12917.3,1,1.0,2013-01-08 15:30:00,8,1
367,12972.78,1,1.0,2013-01-08 16:00:00,8,1
368,12904.05,1,1.0,2013-01-08 16:30:00,8,1
369,12811.76,1,1.0,2013-01-08 17:00:00,8,1
370,12559.38,1,1.0,2013-01-08 17:30:00,8,1
371,12444.38,1,1.0,2013-01-08 18:00:00,8,1
372,12136.3,1,1.0,2013-01-08 18:30:00,8,1
373,11979.6,1,1.0,2013-01-08 19:00:00,8,1
374,11861.29,1,1.0,2013-01-08 19:30:00,8,1
375,11826.67,1,1.0,2013-01-08 20:00:00,8,1
376,11567.32,1,1.0,2013-01-08 20:30:00,8,1
377,11121.37,1,1.0,2013-01-08 21:00:00,9,1
378,10870.22,1,1.0,2013-01-08 21:30:00,9,1
379,10325.99,1,1.0,2013-01-08 22:00:00,9,1
380,9859.08,1,1.0,2013-01-08 22:30:00,9,1
381,9400.41,1,1.0,2013-01-08 23:00:00,9,1
382,8992.48,1,1.0,2013-01-08 23:30:00,9,1
383,8748.8,1,1.0,2013-01-09 00:00:00,9,1
384,8380.53,1,1.0,2013-01-09 00:30:00,9,1
385,8071.83,1,1.0,2013-01-09 01:00:00,9,1
386,7684.1,1,1.0,2013-01-09 01:30:00,9,1
387,7343.57,1,1.0,2013-01-09 02:00:00,9,1
388,7143.88,1,1.0,2013-01-09 02:30:00,9,1
389,6977.72,1,1.0,2013-01-09 03:00:00,9,1
390,6881.66,1,1.0,2013-01-09 03:30:00,9,1
391,6888.18,1,1.0,2013-01-09 04:00:00,9,1
392,6972.44,1,1.0,2013-01-09 04:30:00,9,1
393,7076.5,1,1.0,2013-01-09 05:00:00,9,1
394,7382.94,1,1.0,2013-01-09 05:30:00,9,1
395,7646.57,1,1.0,2013-01-09 06:00:00,9,1
396,8022.24,1,1.0,2013-01-09 06:30:00,9,1
397,8444.17,1,1.0,2013-01-09 07:00:00,9,1
398,8678.28,1,1.0,2013-01-09 07:30:00,9,1
399,8923.58,1,1.0,2013-01-09 08:00:00,9,1
400,9152.42,1,1.0,2013-01-09 08:30:00,9,1
401,9297.87,1,1.0,2013-01-09 09:00:00,9,1
402,9256.36,1,1.0,2013-01-09 09:30:00,9,1
403,9301.88,1,1.0,2013-01-09 10:00:00,9,1
404,9314.95,1,1.0,2013-01-09 10:30:00,9,1
405,9296.23,1,1.0,2013-01-09 11:00:00,9,1
406,9229.4,1,1.0,2013-01-09 11:30:00,9,1
407,9207.18,1,1.0,2013-01-09 12:00:00,9,1
408,9233.66,1,1.0,2013-01-09 12:30:00,9,1
409,9270.6,1,1.0,2013-01-09 13:00:00,9,1
410,9193.07,1,1.0,2013-01-09 13:30:00,9,1
411,9190.07,1,1.0,2013-01-09 14:00:00,9,1
412,9134.35,1,1.0,2013-01-09 14:30:00,9,1
413,9150.18,1,1.0,2013-01-09 15:00:00,9,1
414,9130.97,1,1.0,2013-01-09 15:30:00,9,1
415,9134.4,1,1.0,2013-01-09 16:00:00,9,1
416,9044.22,1,1.0,2013-01-09 16:30:00,9,1
417,8996.16,1,1.0,2013-01-09 17:00:00,9,1
418,8725.38,1,1.0,2013-01-09 17:30:00,9,1
419,8653.81,1,1.0,2013-01-09 18:00:00,9,1
420,8430.67,1,1.0,2013-01-09 18:30:00,9,1
421,8297.6,1,1.0,2013-01-09 19:00:00,9,1
422,8265.01,1,1.0,2013-01-09 19:30:00,9,1
423,8234.29,1,1.0,2013-01-09 20:00:00,9,1
424,8074.11,1,1.0,2013-01-09 20:30:00,10,1
425,7866.36,1,1.0,2013-01-09 21:00:00,10,1
426,7881.53,1,1.0,2013-01-09 21:30:00,10,1
427,7717.27,1,1.0,2013-01-09 22:00:00,10,1
428,7669.15,1,1.0,2013-01-09 22:30:00,10,1
429,7494.92,1,1.0,2013-01-09 23:00:00,10,1
430,7343.39,1,1.0,2013-01-09 23:30:00,10,1
431,7166.65,1,1.0,2013-01-10 00:00:00,10,1
432,7010.63,1,1.0,2013-01-10 00:30:00,10,1
433,6757.75,1,1.0,2013-01-10 01:00:00,10,1
434,6478.92,1,1.0,2013-01-10 01:30:00,10,1
435,6266.0,1,1.0,2013-01-10 02:00:00,10,1
436,6151.74,1,1.0,2013-01-10 02:30:00,10,1
437,6109.03,1,1.0,2013-01-10 03:00:00,10,1
438,6091.36,1,1.0,2013-01-10 03:30:00,10,1
439,6139.08,1,1.0,2013-01-10 04:00:00,10,1
440,6323.77,1,1.0,2013-01-10 04:30:00,10,1
441,6532.22,1,1.0,2013-01-10 05:00:00,10,1
442,6894.69,1,1.0,2013-01-10 05:30:00,10,1
443,7241.2,1,1.0,2013-01-10 06:00:00,10,1
444,7615.72,1,1.0,2013-01-10 06:30:00,10,1
445,8028.1,1,1.0,2013-01-10 07:00:00,10,1
446,8342.4,1,1.0,2013-01-10 07:30:00,10,1
447,8569.12,1,1.0,2013-01-10 08:00:00,10,1
448,8837.13,1,1.0,2013-01-10 08:30:00,10,1
449,8958.55,1,1.0,2013-01-10 09:00:00,10,1
450,9026.67,1,1.0,2013-01-10 09:30:00,10,1
451,9107.48,1,1.0,2013-01-10 10:00:00,10,1
452,9157.83,1,1.0,2013-01-10 10:30:00,10,1
453,9152.93,1,1.0,2013-01-10 11:00:00,10,1
454,9165.83,1,1.0,2013-01-10 11:30:00,10,1
455,9188.59,1,1.0,2013-01-10 12:00:00,10,1
456,9220.54,1,1.0,2013-01-10 12:30:00,10,1
457,9200.85,1,1.0,2013-01-10 13:00:00,10,1
458,9240.88,1,1.0,2013-01-10 13:30:00,10,1
459,9237.41,1,1.0,2013-01-10 14:00:00,10,1
460,9250.01,1,1.0,2013-01-10 14:30:00,10,1
461,9272.73,1,1.0,2013-01-10 15:00:00,10,1
462,9251.93,1,1.0,2013-01-10 15:30:00,10,1
463,9345.61,1,1.0,2013-01-10 16:00:00,10,1
464,9255.4,1,1.0,2013-01-10 16:30:00,10,1
